series_id,baseline_rmsse,global_rmsse,tft_rmsse,tft_vs_global_gain,best_model,tft_beats_global
FOODS_3_252_CA_3,1.1838102300114812,0.6892809661162687,0.7347152920066147,-0.04543432589034602,Global,False
FOODS_3_252_CA_4,1.3751715492777676,0.6649998996232116,0.7193107932206914,-0.05431089359747976,Global,False
FOODS_3_252_TX_1,1.373294019068885,0.770364434705178,0.8322143719147868,-0.06184993720960874,Global,False
FOODS_3_252_TX_2,1.1015911225273527,0.9233615865216228,0.7223916504760338,0.200969936045589,TFT,True
FOODS_3_252_TX_3,1.1551269832433415,0.8316877254102278,0.8185176517482183,0.013170073662009507,TFT,True
FOODS_3_252_WI_1,1.0124209840562106,0.7821624046750908,0.7982840697815272,-0.016121665106436422,Global,False
FOODS_3_252_WI_3,1.2746454076955631,0.582980466057463,0.5443013265203651,0.038679139537097895,TFT,True
FOODS_3_263_CA_3,2.9174036348636485,0.9115400748693808,0.9074339291516169,0.004106145717763909,TFT,True
FOODS_3_281_CA_1,2.1143891613263537,0.4640334122417743,0.4087310281271065,0.05530238411466781,TFT,True
FOODS_3_281_CA_3,2.221449716390734,0.714265652203043,0.2767660261221522,0.4374996260808909,TFT,True
FOODS_3_281_WI_2,2.5147899384588994,0.6210752940445448,0.45620419796812817,0.1648710960764166,TFT,True
FOODS_3_281_WI_3,1.8271169782478147,0.5178146504949955,0.36024207759424914,0.1575725729007464,TFT,True
FOODS_3_282_CA_1,5.229315768958294,1.1629911612126749,0.9967803205966833,0.16621084061599156,TFT,True
FOODS_3_282_CA_3,5.758583536976783,1.2692394307363513,1.2642618903047647,0.004977540431586602,TFT,True
FOODS_3_282_TX_2,4.218548214760296,1.160247753541792,1.3643985799165312,-0.20415082637473914,Global,False
FOODS_3_282_WI_2,3.559602088184077,1.227003635134667,1.244361648038978,-0.01735801290431116,Global,False
FOODS_3_282_WI_3,5.243459702103731,1.515761651970728,1.5113687264267184,0.004392925544009607,TFT,True
FOODS_3_288_CA_1,4.236948034011992,0.4957614043192332,0.522649364865741,-0.026887960546507772,Global,False
FOODS_3_288_CA_2,3.403825317694609,0.8846312563334398,1.0602349037144088,-0.175603647380969,Global,False
FOODS_3_288_CA_3,3.4300117087275104,0.8755365282713301,0.7503348013838745,0.12520172688745557,TFT,True
FOODS_3_288_WI_2,3.220568958139212,0.908132382124442,1.0571073000916582,-0.14897491796721618,Global,False
FOODS_3_295_CA_1,1.6077038825779335,1.4853974118900954,1.4860186757089524,-0.0006212638188569652,Global,False
FOODS_3_295_CA_3,1.148414187557414,0.586376882586248,0.7610052941273925,-0.1746284115411445,Global,False
FOODS_3_295_TX_2,1.0110594718407264,0.6350254015362609,0.5833402151458412,0.051685186390419635,TFT,True
FOODS_3_295_WI_1,1.456666797643074,0.612790186646946,0.8895843740090965,-0.27679418736215056,Global,False
FOODS_3_295_WI_3,1.1624191555590144,0.8018008581262132,0.9168625308774547,-0.11506167275124157,Global,False
FOODS_3_313_CA_3,0.5496443997589685,1.4571626322567084,0.3029139136453297,1.1542487186113788,TFT,True
FOODS_3_318_CA_1,1.4659858574697924,0.5243543051289603,0.2385161226787634,0.2858381824501969,TFT,True
FOODS_3_318_CA_2,1.6076538148905488,0.8210415335087126,0.6995314187270455,0.12151011478166707,TFT,True
FOODS_3_318_CA_3,1.6931375897621386,0.6815419529005671,0.3658617769911605,0.31568017590940656,TFT,True
FOODS_3_318_WI_1,1.8376399084160864,0.7286490168033577,0.4884154302238719,0.2402335865794858,TFT,True
FOODS_3_318_WI_2,1.7407240203098795,0.9098042268091148,0.3635743408675425,0.5462298859415723,TFT,True
FOODS_3_318_WI_3,1.5730520276233226,0.7223091927824984,0.16889961074872475,0.5534095820337737,TFT,True
FOODS_3_319_CA_1,1.657797423440538,0.344422256639103,0.27203870402006186,0.07238355261904111,TFT,True
FOODS_3_319_CA_2,1.6147154898446558,1.0456439271709612,1.1494640383827182,-0.10382011121175694,Global,False
FOODS_3_319_CA_3,1.427976734412835,0.6034832503260883,0.24943144445562443,0.35405180587046386,TFT,True
FOODS_3_319_TX_2,1.4474903063418836,0.5266249673406226,0.31940155585128044,0.20722341148934215,TFT,True
FOODS_3_319_TX_3,1.284852286847178,0.246732250426949,0.223530194269491,0.02320205615745799,TFT,True
FOODS_3_319_WI_3,1.4808632126664427,0.9397494883217806,0.5919588213327611,0.3477906669890195,TFT,True
FOODS_3_327_CA_3,1.330384858004686,0.2813119953241439,0.4471479951930794,-0.1658359998689355,Global,False
FOODS_3_329_CA_1,3.289771933438028,0.939686635772152,0.8483667534224862,0.0913198823496657,TFT,True
